Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:46:12,3,9,1,850.8,4753,5230,0,293,8,10,1.52,39.608336,-104.041594,51.5,7.5
12:46:13,3,9,1,850.8,4753,5230,0,293,8,10,1.52,39.608336,-104.041594,51.5,7.5
12:46:14,3,9,1,850.8,4753,5230,0,293,8,10,1.52,39.608336,-104.041594,51.5,7.7
12:46:15,3,9,1,850.9,4752,5230,0,293,8,10,1.52,39.608336,-104.041594,51.5,7.7
12:46:16,3,9,1,850.8,4755,5230,0,293,8,10,1.52,39.608336,-104.041587,51.5,7.6
12:46:17,3,9,1,850.9,4752,5230,0,293,8,10,1.52,39.608336,-104.041587,51.5,7.6
12:46:18,3,9,1,850.9,4751,5230,0,293,8,10,1.52,39.608333,-104.041587,51.6,7.5
12:46:19,3,9,1,850.9,4752,5230,0,293,8,10,1.52,39.608333,-104.041594,51.6,7.5
12:46:20,3,9,1,850.9,4751,5229,0,293,8,10,1.52,39.608333,-104.041594,51.6,7.7
12:46:21,3,9,1,850.8,4753,5228,0,293,8,10,1.51,39.608336,-104.041594,51.6,7.7
12:46:22,3,9,1,850.9,4751,5227,0,293,8,10,1.51,39.608336,-104.041594,51.6,7.7
12:46:23,3,9,1,850.9,4752,5227,0,293,8,10,1.51,39.608336,-104.041594,51.6,7.7
12:46:24,3,9,1,850.8,4753,5226,0,293,8,10,1.51,39.608339,-104.041594,51.6,7.7
12:46:25,3,9,1,850.9,4752,5225,0,293,8,9,1.51,39.608339,-104.041594,51.6,7.7
12:46:26,3,9,1,850.9,4752,5225,0,293,8,9,1.51,39.608339,-104.041594,51.6,7.7
12:46:27,3,9,1,850.9,4752,5225,0,293,8,9,1.51,39.608339,-104.041600,51.7,7.7
12:46:28,3,9,1,850.9,4751,5224,0,293,8,9,1.51,39.608342,-104.041600,51.7,7.7
12:46:29,3,9,1,850.8,4753,5223,0,293,8,9,1.51,39.608342,-104.041600,51.7,7.7
12:46:30,3,9,1,850.9,4752,5222,0,293,8,9,1.51,39.608342,-104.041600,51.7,7.7
12:46:31,3,9,1,850.9,4752,5222,0,293,8,9,1.51,39.608342,-104.041600,51.7,7.7
12:46:32,3,9,1,850.9,4751,5222,0,293,8,9,1.51,39.608342,-104.041600,51.7,7.7
12:46:33,3,9,1,850.9,4750,5222,0,293,8,10,1.51,39.608342,-104.041600,51.7,7.7
12:46:34,3,9,1,850.9,4751,5221,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:35,3,9,1,850.9,4751,5221,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
